Epoch: 5, GUID: 3125, True: 2, Pred: 0
Epoch: 5, GUID: 618, True: 1, Pred: 0
Epoch: 5, GUID: 4487, True: 2, Pred: 0
Epoch: 5, GUID: 2950, True: 2, Pred: 0
Epoch: 5, GUID: 1155, True: 0, Pred: 2
Epoch: 5, GUID: 3111, True: 2, Pred: 0
Epoch: 5, GUID: 2979, True: 1, Pred: 0
Epoch: 5, GUID: 4130, True: 1, Pred: 2
Epoch: 5, GUID: 1899, True: 0, Pred: 2
Epoch: 5, GUID: 1113, True: 0, Pred: 2
Epoch: 5, GUID: 318, True: 2, Pred: 0
Epoch: 5, GUID: 2705, True: 1, Pred: 0
Epoch: 5, GUID: 3517, True: 0, Pred: 2
Epoch: 5, GUID: 777, True: 0, Pred: 2
Epoch: 5, GUID: 390, True: 2, Pred: 0
Epoch: 5, GUID: 4494, True: 2, Pred: 0
Epoch: 5, GUID: 4183, True: 2, Pred: 0
Epoch: 5, GUID: 2126, True: 2, Pred: 0
Epoch: 5, GUID: 3689, True: 1, Pred: 0
Epoch: 5, GUID: 1167, True: 0, Pred: 2
Epoch: 5, GUID: 1515, True: 2, Pred: 0
Epoch: 5, GUID: 502, True: 1, Pred: 0
Epoch: 5, GUID: 2924, True: 1, Pred: 0
Epoch: 5, GUID: 2940, True: 2, Pred: 1
Epoch: 5, GUID: 2311, True: 1, Pred: 0
Epoch: 5, GUID: 1080, True: 0, Pred: 2
Epoch: 5, GUID: 4650, True: 1, Pred: 2
Epoch: 5, GUID: 2604, True: 0, Pred: 2
Epoch: 5, GUID: 2658, True: 1, Pred: 0
Epoch: 5, GUID: 3752, True: 1, Pred: 2
Epoch: 5, GUID: 4896, True: 2, Pred: 0
Epoch: 5, GUID: 1242, True: 1, Pred: 2
Epoch: 5, GUID: 4381, True: 2, Pred: 0
Epoch: 5, GUID: 2973, True: 0, Pred: 2
Epoch: 5, GUID: 3722, True: 2, Pred: 0
Epoch: 5, GUID: 878, True: 0, Pred: 2
Epoch: 5, GUID: 4055, True: 0, Pred: 2
Epoch: 5, GUID: 3682, True: 0, Pred: 2
Epoch: 5, GUID: 563, True: 0, Pred: 2
Epoch: 5, GUID: 3617, True: 1, Pred: 0
Epoch: 5, GUID: 4282, True: 2, Pred: 0
Epoch: 5, GUID: 3983, True: 0, Pred: 2
Epoch: 5, GUID: 105, True: 1, Pred: 2
Epoch: 5, GUID: 198, True: 1, Pred: 0
Epoch: 5, GUID: 1691, True: 1, Pred: 0
Epoch: 5, GUID: 3409, True: 0, Pred: 1
Epoch: 5, GUID: 951, True: 2, Pred: 0
Epoch: 5, GUID: 3164, True: 2, Pred: 0
Epoch: 5, GUID: 2869, True: 1, Pred: 2
Epoch: 5, GUID: 4996, True: 0, Pred: 2
Epoch: 5, GUID: 1804, True: 0, Pred: 2
Epoch: 5, GUID: 5022, True: 2, Pred: 0
Epoch: 5, GUID: 1279, True: 1, Pred: 0
Epoch: 5, GUID: 3141, True: 2, Pred: 0
Epoch: 5, GUID: 1278, True: 1, Pred: 0
Epoch: 5, GUID: 3056, True: 1, Pred: 2
Epoch: 5, GUID: 2552, True: 1, Pred: 2
Epoch: 5, GUID: 1911, True: 1, Pred: 0
Epoch: 5, GUID: 4841, True: 2, Pred: 0
Epoch: 5, GUID: 679, True: 0, Pred: 2
Epoch: 5, GUID: 18, True: 0, Pred: 2
Epoch: 5, GUID: 2787, True: 1, Pred: 0
Epoch: 5, GUID: 632, True: 2, Pred: 0
Epoch: 5, GUID: 3787, True: 2, Pred: 0
Epoch: 5, GUID: 1878, True: 2, Pred: 0
Epoch: 5, GUID: 486, True: 2, Pred: 0
Epoch: 5, GUID: 2584, True: 2, Pred: 0
Epoch: 5, GUID: 153, True: 2, Pred: 0
Epoch: 5, GUID: 531, True: 1, Pred: 2
Epoch: 5, GUID: 771, True: 0, Pred: 2
Epoch: 5, GUID: 1846, True: 1, Pred: 0
Epoch: 5, GUID: 3956, True: 2, Pred: 0
Epoch: 5, GUID: 4759, True: 0, Pred: 2
Epoch: 5, GUID: 4752, True: 0, Pred: 2
Epoch: 5, GUID: 4084, True: 1, Pred: 0
Epoch: 5, GUID: 2143, True: 1, Pred: 2
Epoch: 5, GUID: 2801, True: 2, Pred: 0
Epoch: 5, GUID: 2375, True: 1, Pred: 2
Epoch: 5, GUID: 56, True: 1, Pred: 2
Epoch: 5, GUID: 2720, True: 1, Pred: 0
Epoch: 5, GUID: 2755, True: 1, Pred: 0
Epoch: 5, GUID: 5096, True: 2, Pred: 0
Epoch: 5, GUID: 1, True: 0, Pred: 2
Epoch: 5, GUID: 3491, True: 2, Pred: 0
Epoch: 5, GUID: 3281, True: 2, Pred: 0
Epoch: 5, GUID: 3628, True: 0, Pred: 1
Epoch: 5, GUID: 3591, True: 1, Pred: 0
Epoch: 5, GUID: 837, True: 2, Pred: 0
Epoch: 5, GUID: 1722, True: 1, Pred: 2
Epoch: 5, GUID: 4260, True: 0, Pred: 2
Epoch: 5, GUID: 614, True: 1, Pred: 2
Epoch: 5, GUID: 437, True: 1, Pred: 2
Epoch: 5, GUID: 3187, True: 2, Pred: 0
Epoch: 5, GUID: 3422, True: 0, Pred: 2
Epoch: 5, GUID: 3095, True: 2, Pred: 0
Epoch: 5, GUID: 2864, True: 1, Pred: 0
Epoch: 5, GUID: 1288, True: 2, Pred: 0
Epoch: 5, GUID: 5122, True: 0, Pred: 2
Epoch: 5, GUID: 990, True: 0, Pred: 2
Epoch: 5, GUID: 3749, True: 0, Pred: 2
Epoch: 5, GUID: 205, True: 2, Pred: 0
Epoch: 5, GUID: 910, True: 2, Pred: 0
Epoch: 5, GUID: 3990, True: 0, Pred: 2
Epoch: 5, GUID: 3557, True: 2, Pred: 0
Epoch: 5, GUID: 708, True: 1, Pred: 0
Epoch: 5, GUID: 1977, True: 2, Pred: 0
Epoch: 5, GUID: 3159, True: 1, Pred: 2
Epoch: 5, GUID: 2364, True: 0, Pred: 2
Epoch: 5, GUID: 1692, True: 1, Pred: 2
Epoch: 5, GUID: 2794, True: 2, Pred: 1
Epoch: 5, GUID: 4332, True: 2, Pred: 0
Epoch: 5, GUID: 1964, True: 1, Pred: 2
Epoch: 5, GUID: 946, True: 0, Pred: 2
Epoch: 5, GUID: 4800, True: 0, Pred: 2
Epoch: 5, GUID: 1441, True: 1, Pred: 2
Epoch: 5, GUID: 1742, True: 0, Pred: 2
Epoch: 5, GUID: 4716, True: 2, Pred: 0
Epoch: 5, GUID: 1400, True: 1, Pred: 2
Epoch: 5, GUID: 870, True: 1, Pred: 0
Epoch: 5, GUID: 426, True: 1, Pred: 0
Epoch: 5, GUID: 3943, True: 2, Pred: 0
Epoch: 5, GUID: 3797, True: 1, Pred: 0
Epoch: 5, GUID: 4019, True: 2, Pred: 0
Epoch: 5, GUID: 2363, True: 2, Pred: 0
Epoch: 5, GUID: 4262, True: 2, Pred: 0
Epoch: 5, GUID: 1102, True: 2, Pred: 0
Epoch: 5, GUID: 5025, True: 2, Pred: 0
Epoch: 5, GUID: 4606, True: 2, Pred: 0
Epoch: 5, GUID: 2804, True: 1, Pred: 0
Epoch: 5, GUID: 2953, True: 0, Pred: 2
Epoch: 5, GUID: 431, True: 0, Pred: 2
Epoch: 5, GUID: 108, True: 1, Pred: 2
Epoch: 5, GUID: 3072, True: 1, Pred: 0
Epoch: 5, GUID: 3193, True: 2, Pred: 0
Epoch: 5, GUID: 5049, True: 2, Pred: 0
Epoch: 5, GUID: 452, True: 2, Pred: 0
Epoch: 5, GUID: 24, True: 1, Pred: 0
Epoch: 5, GUID: 797, True: 0, Pred: 2
Epoch: 5, GUID: 3727, True: 2, Pred: 0
Epoch: 5, GUID: 1740, True: 2, Pred: 0
Epoch: 5, GUID: 5080, True: 0, Pred: 2
Epoch: 5, GUID: 2862, True: 1, Pred: 0
Epoch: 5, GUID: 4702, True: 0, Pred: 2
Epoch: 5, GUID: 2086, True: 0, Pred: 2
Epoch: 5, GUID: 2812, True: 2, Pred: 0
Epoch: 5, GUID: 5045, True: 0, Pred: 2
Epoch: 5, GUID: 4517, True: 2, Pred: 0
Epoch: 5, GUID: 2124, True: 2, Pred: 0
Epoch: 5, GUID: 2978, True: 0, Pred: 2
Epoch: 5, GUID: 3431, True: 0, Pred: 2
Epoch: 5, GUID: 693, True: 1, Pred: 0
Epoch: 5, GUID: 4041, True: 0, Pred: 2
Epoch: 5, GUID: 1850, True: 1, Pred: 2
Epoch: 5, GUID: 3333, True: 1, Pred: 0
Epoch: 5, GUID: 2841, True: 2, Pred: 0
Epoch: 5, GUID: 2042, True: 0, Pred: 2
Epoch: 5, GUID: 2340, True: 2, Pred: 0
Epoch: 5, GUID: 4188, True: 2, Pred: 0
Epoch: 5, GUID: 53, True: 0, Pred: 2
Epoch: 5, GUID: 4463, True: 1, Pred: 2
Epoch: 5, GUID: 1808, True: 1, Pred: 0
Epoch: 5, GUID: 314, True: 0, Pred: 2
Epoch: 5, GUID: 4568, True: 0, Pred: 2
Epoch: 5, GUID: 4819, True: 2, Pred: 1
Epoch: 5, GUID: 2077, True: 1, Pred: 2
Epoch: 5, GUID: 3320, True: 2, Pred: 1
Epoch: 5, GUID: 859, True: 0, Pred: 2
Epoch: 5, GUID: 3178, True: 0, Pred: 2
Epoch: 5, GUID: 3808, True: 1, Pred: 0
Epoch: 5, GUID: 2907, True: 0, Pred: 2
Epoch: 5, GUID: 2774, True: 2, Pred: 0
Epoch: 5, GUID: 4823, True: 2, Pred: 1
Epoch: 5, GUID: 2318, True: 1, Pred: 2
Epoch: 5, GUID: 381, True: 0, Pred: 2
Epoch: 5, GUID: 3048, True: 2, Pred: 0
Epoch: 5, GUID: 2982, True: 2, Pred: 0
Epoch: 5, GUID: 3427, True: 0, Pred: 2
Epoch: 5, GUID: 4908, True: 2, Pred: 0
Epoch: 5, GUID: 3203, True: 0, Pred: 2
Epoch: 5, GUID: 4750, True: 1, Pred: 0
Epoch: 5, GUID: 3755, True: 2, Pred: 0
Epoch: 5, GUID: 3800, True: 2, Pred: 0
Epoch: 5, GUID: 4851, True: 2, Pred: 0
Epoch: 5, GUID: 5071, True: 1, Pred: 2
Epoch: 5, GUID: 794, True: 1, Pred: 0
Epoch: 5, GUID: 1071, True: 1, Pred: 0
Epoch: 5, GUID: 2875, True: 1, Pred: 2
Epoch: 5, GUID: 4764, True: 2, Pred: 0
